0.0,0.0,6.0
-0.9441923244415044,5.9035329209610925,16.587418976846557
-1.8985219416356716,11.799983058210012,22.673103770453217
-2.875555004147817,17.680623870101567,27.43209306399833
-3.893636003162516,23.53272309718019,30.0
-4.981312146578728,29.33644211903102,30.0
-6.184517575372816,35.05982809141627,30.0
-7.578110202673895,40.650831197532746,30.0
-9.284499870202785,46.024308628187626,30.0
-11.50440310109775,51.04078403188362,30.0
-14.592361041878585,55.6396972351758,30.0
-18.211240651421623,59.96102194478048,30.0
-22.156628975141306,64.07518804972767,30.0
-26.30566257184359,68.00091498193542,30.0
-30.58644530915763,71.70981676384106,30.0
-34.96004538257481,75.11926791436808,30.0
-39.410699722361116,78.07179195966178,30.0
-43.94188882402541,80.29569940532788,30.0
-49.041894817339774,81.76018198604504,30.0
-54.48734730317554,82.76166171797291,30.0
-60.14124485271158,83.48080799578909,30.0
-65.91867476826404,84.02771576904102,30.0
-71.76561647924039,84.46942266796182,30.0
-77.64541977147398,84.84666841852057,30.0
-83.52965316472066,85.18407322417734,30.0
-89.39099815865934,85.49629332240006,26.119615557419607
-95.19641448799071,85.7916909377333,21.206537743303137
-100.89886921352003,86.07442293915983,14.877461638747882
-106.42570281124497,86.34538152610442,0
